1,4
2,0
3,0
4,1
5,2
6,4
7,11
8,3
9,0
10,0
11,2
12,0
13,0
14,4
15,4
16,6
17,3
18,13
19,10
20,2
21,4
22,1
23,4
24,3
25,0
26,1
27,0
28,9
29,3
30,2
31,4
32,3
33,1
34,8
35,0
36,0
37,1
38,10
39,1
40,5
41,5
42,12
43,3
44,2
45,5
46,7
47,3
48,0
49,0
50,5
51,1
52,2
53,0
54,3
55,0
56,2
57,12
58,3
59,2
60,0
61,3
62,6
63,10
64,9
65,1
66,8
67,4
68,16
69,2
70,1
71,0
72,5
73,3
74,0
75,5
76,5
77,2
78,1
79,2
80,1
81,2
82,6
83,3
84,4
85,0
86,4
87,0
88,0
89,4
90,0
91,4
92,0
93,4
94,3
95,1
96,5
97,1
98,1
99,3
100,6
