1,5
2,0
3,0
4,5
5,4
6,7
7,7
8,5
9,0
10,1
11,4
12,0
13,0
14,5
15,4
16,8
17,5
18,17
19,15
20,0
21,3
22,1
23,2
24,3
25,0
26,2
27,2
28,21
29,3
30,2
31,3
32,2
33,5
34,6
35,1
36,1
37,1
38,5
39,1
40,4
41,4
42,15
43,7
44,1
45,8
46,5
47,2
48,3
49,0
50,5
51,2
52,2
53,0
54,1
55,0
56,4
57,25
58,1
59,1
60,0
61,6
62,9
63,5
64,17
65,1
66,6
67,4
68,12
69,2
70,2
71,0
72,3
73,7
74,1
75,7
76,1
77,3
78,1
79,2
80,1
81,4
82,5
83,5
84,5
85,0
86,2
87,0
88,0
89,8
90,0
91,5
92,0
93,2
94,3
95,1
96,6
97,2
98,3
99,1
100,3
101,0
102,6
103,2
104,2
105,5
106,2
107,5
108,1
109,7
110,6
111,9
112,1
113,3
114,2
115,2
116,5
117,6
118,0
119,3
120,0
121,1
122,1
123,7
124,1
125,9
126,5
127,0
128,0
129,2
130,5
131,6
132,10
133,5
134,3
135,6
136,12
137,11
138,0
139,5
140,10
141,6
142,5
143,0
144,4
145,2
146,0
147,0
148,4
149,3
150,0
151,0
152,4
153,4
154,0
155,0
156,8
157,0
158,0
159,3
160,11
161,0
162,3
163,0
164,3
165,6
166,4
167,3
168,7
169,5
170,7
171,2
172,0
173,4
174,7
175,0
176,2
177,17
178,4
179,6
180,0
181,3
182,18
183,2
184,1
185,0
186,2
187,6
188,0
189,2
190,4
191,4
192,5
193,4
194,0
195,6
196,1
197,1
198,12
199,7
200,7
