1,1
2,0
3,0
4,0
5,0
6,0
7,1
8,2
9,0
10,1
11,1
12,0
13,0
14,0
15,5
16,0
17,0
18,0
19,0
20,0
21,1
22,1
23,1
24,0
25,0
26,0
27,1
28,0
29,1
30,0
31,0
32,0
33,1
34,0
35,0
36,0
37,0
38,2
39,1
40,2
41,0
42,2
43,0
44,0
45,1
46,3
47,2
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,3
59,1
60,0
61,0
62,0
63,1
64,0
65,0
66,0
67,0
68,0
69,4
70,0
71,0
72,0
73,2
74,1
75,1
76,2
77,0
78,0
79,0
80,2
81,0
82,2
83,2
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,2
92,0
93,2
94,2
95,2
96,0
97,0
98,0
99,0
100,0
101,0
102,5
103,0
104,0
105,0
106,0
107,0
108,0
109,1
110,0
111,0
112,1
113,2
114,0
115,0
116,2
117,1
118,0
119,2
120,0
121,0
122,1
123,0
124,0
125,0
126,1
127,0
128,0
129,0
130,0
131,1
132,0
133,0
134,0
135,3
136,0
137,3
138,0
139,0
140,0
141,1
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,1
153,0
154,0
155,0
156,3
157,0
158,0
159,0
160,2
161,0
162,0
163,0
164,0
165,4
166,0
167,0
168,0
169,0
170,1
171,2
172,0
173,0
174,3
175,0
176,0
177,0
178,2
179,2
180,0
181,0
182,0
183,0
184,0
185,0
186,2
187,2
188,0
189,0
190,2
191,1
192,0
193,0
194,0
195,1
196,0
197,0
198,4
199,0
200,0
201,2
202,1
203,0
204,1
205,0
206,0
207,0
208,0
209,0
210,1
211,2
212,1
213,1
214,0
215,2
216,1
217,0
218,0
219,0
220,0
221,0
222,0
223,2
224,0
225,3
226,0
227,2
228,0
229,1
230,1
231,0
232,0
233,3
234,0
235,2
236,0
237,0
238,0
239,0
240,1
241,0
242,0
243,0
244,1
245,0
246,0
247,3
248,0
249,0
250,0
251,0
252,0
253,0
254,3
255,0
256,1
257,0
258,0
259,0
260,1
261,0
262,0
263,1
264,1
265,6
266,1
267,2
268,2
269,0
270,0
271,0
272,0
273,1
274,0
275,0
276,0
277,0
278,0
279,3
280,0
281,0
282,0
283,0
284,3
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,1
299,0
300,0
301,2
302,0
303,1
304,0
305,0
306,0
307,0
308,1
309,1
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,1
319,0
320,0
321,1
322,0
323,1
324,0
325,0
326,1
327,0
328,0
329,0
330,1
331,3
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,1
340,0
341,0
342,0
343,2
344,2
345,0
346,1
347,0
348,0
349,0
350,0
351,1
352,0
353,2
354,1
355,0
356,1
357,0
358,0
359,5
360,0
361,2
362,2
363,0
364,0
365,1
366,0
367,2
368,0
369,1
370,2
371,0
372,0
373,2
374,0
375,0
376,0
377,0
378,1
379,0
380,0
381,0
382,2
383,0
384,0
385,1
386,1
387,0
388,0
389,0
390,0
391,0
392,0
393,1
394,0
395,3
396,0
397,0
398,0
399,1
400,4
401,4
402,0
403,0
404,0
405,3
406,0
407,0
408,0
409,0
410,2
411,1
412,2
413,2
414,0
415,3
416,0
417,3
418,1
419,0
420,3
421,0
422,0
423,0
424,1
425,2
426,2
427,2
428,0
429,0
430,0
431,0
432,0
433,0
434,1
435,0
436,0
437,2
438,0
439,0
440,0
441,1
442,0
443,0
444,0
445,0
446,3
447,0
448,0
449,0
450,0
451,0
452,0
453,1
454,0
455,3
456,0
457,0
458,1
459,0
460,5
461,0
462,0
463,0
464,3
465,0
466,1
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,1
476,2
477,1
478,0
479,0
480,0
481,0
482,2
483,0
484,1
485,0
486,1
487,2
488,1
489,0
490,1
491,0
492,0
493,3
494,0
495,0
496,0
497,0
498,0
499,0
500,2
501,0
502,0
503,1
504,3
505,0
506,0
507,0
508,0
509,1
510,0
511,0
512,3
513,0
514,1
515,0
516,0
517,0
518,0
519,0
520,1
521,0
522,1
523,2
524,1
525,0
526,0
527,2
528,2
529,0
530,0
531,0
532,0
533,0
534,1
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,2
543,1
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,1
552,5
553,2
554,3
555,0
556,0
557,0
558,0
559,2
560,0
561,0
562,1
563,3
564,0
565,0
566,3
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,2
578,0
579,2
580,2
581,0
582,1
583,0
584,1
585,0
586,3
587,2
588,3
589,0
590,0
591,0
592,1
593,0
594,0
595,0
596,1
597,0
598,0
599,0
600,0
