1,0
2,3
3,0
4,1
5,1
6,2
7,0
8,1
9,1
10,0
11,1
12,0
13,3
14,3
15,0
16,0
17,0
18,1
19,0
20,0
21,0
22,0
23,2
24,0
25,0
26,3
27,0
28,0
29,0
30,6
31,0
32,1
33,2
34,1
35,3
36,0
37,3
38,1
39,3
40,1
41,2
42,0
43,0
44,2
45,1
46,1
47,1
48,1
49,0
50,0
51,0
52,0
53,0
54,4
55,1
56,1
57,1
58,1
59,0
60,0
61,1
62,0
63,0
64,0
65,7
66,0
67,1
68,0
69,3
70,3
71,1
72,2
73,0
74,0
75,3
76,1
77,5
78,2
79,2
80,0
81,1
82,0
83,1
84,0
85,0
86,0
87,0
88,2
89,0
90,3
91,0
92,0
93,1
94,0
95,0
96,0
97,2
98,0
99,3
100,2
101,0
102,0
103,0
104,0
105,0
106,2
107,3
108,5
109,1
110,0
111,0
112,2
113,1
114,1
115,0
116,0
117,4
118,7
119,3
120,0
121,2
122,1
123,2
124,0
125,1
126,6
127,2
128,4
129,1
130,4
131,2
132,0
133,4
134,2
135,0
136,0
137,1
138,0
139,0
140,0
141,0
142,3
143,2
144,0
145,0
146,0
147,3
148,1
149,0
150,3
151,3
152,4
153,0
154,2
155,3
156,0
157,3
158,0
159,1
160,0
161,1
162,1
163,2
164,3
165,0
166,1
167,1
168,1
169,0
170,3
171,0
172,4
173,3
174,0
175,0
176,2
177,0
178,2
179,2
180,4
181,0
182,0
183,0
184,0
185,1
186,0
187,1
188,1
189,0
190,0
191,0
192,4
193,2
194,0
195,0
196,2
197,4
198,0
199,1
200,0
201,0
202,0
203,3
204,0
205,3
206,1
207,0
208,1
209,3
210,0
211,2
212,1
213,2
214,2
215,1
216,0
217,0
218,3
219,0
220,0
221,0
222,0
223,4
224,0
225,1
226,0
227,0
228,1
229,0
230,1
231,2
232,0
233,0
234,3
235,0
236,3
237,0
238,3
239,0
240,2
241,0
242,1
243,1
244,0
245,0
246,0
247,1
248,1
249,0
250,2
251,5
252,2
253,1
254,0
255,3
256,0
257,2
258,2
259,2
260,0
261,1
262,1
263,0
264,1
265,1
266,0
267,1
268,1
269,0
270,0
271,0
272,2
273,3
274,1
275,3
276,1
277,2
278,1
279,1
280,0
281,1
282,0
283,1
284,2
285,0
286,0
287,1
288,0
289,5
290,0
291,0
292,0
293,2
294,0
295,0
296,5
297,1
298,1
299,1
300,2
301,0
302,2
303,2
304,0
305,0
306,3
307,0
308,1
309,0
310,1
311,3
312,1
313,0
314,2
315,2
316,1
317,0
318,0
319,4
320,0
321,0
322,2
323,2
324,1
325,0
326,1
327,2
328,0
329,1
330,0
331,0
332,0
333,0
334,0
335,6
336,2
337,1
338,3
339,1
340,4
341,1
342,3
343,3
344,1
345,1
346,1
347,2
348,1
349,1
350,0
351,0
352,2
353,0
354,0
355,3
356,1
357,0
358,0
359,0
360,2
361,1
362,0
363,3
364,1
365,0
366,1
367,1
368,2
369,0
370,1
371,0
372,0
373,1
374,3
375,2
376,0
377,0
378,2
379,2
380,0
381,0
382,0
383,1
384,2
385,1
386,1
387,0
388,0
389,1
390,2
391,1
392,3
393,0
394,2
395,1
396,0
397,0
398,2
399,0
400,2
401,4
402,2
403,1
404,0
405,2
406,0
407,3
408,2
409,0
410,1
411,1
412,2
413,1
414,1
415,2
416,1
417,2
418,1
419,0
420,1
421,4
422,1
423,3
424,0
425,0
426,0
427,2
428,1
429,4
430,3
431,0
432,0
433,1
434,0
435,2
436,0
437,4
438,0
439,2
440,6
441,3
442,0
443,1
444,1
445,1
446,4
447,2
448,1
449,0
450,1
451,2
452,1
453,2
454,2
455,1
456,3
457,4
458,3
459,2
460,2
461,2
462,0
463,0
464,1
465,2
466,3
467,0
468,0
469,0
470,1
471,1
472,1
473,1
474,0
475,1
476,1
477,0
478,1
479,1
480,0
481,0
482,0
483,0
484,0
485,2
486,3
487,3
488,0
489,1
490,2
491,1
492,0
493,0
494,0
495,0
496,1
497,0
498,2
499,0
500,1
501,0
502,2
503,4
504,1
505,3
506,0
507,3
508,1
509,0
510,0
511,1
512,3
513,2
514,1
515,3
516,1
517,0
518,4
519,0
520,1
521,0
522,0
523,3
524,0
525,0
526,3
527,1
528,0
529,2
530,2
531,1
532,2
533,1
534,0
535,1
536,2
537,3
538,5
539,1
540,1
541,1
542,2
543,2
544,0
545,0
546,2
547,0
548,5
549,4
550,1
551,1
552,1
553,1
554,0
555,0
556,2
557,1
558,1
559,0
560,0
561,0
562,0
563,0
564,0
565,4
566,3
567,0
568,1
569,1
570,1
571,2
572,0
573,0
574,2
575,2
576,0
577,0
578,0
579,1
580,0
581,2
582,1
583,2
584,0
585,1
586,1
587,0
588,1
589,0
590,0
591,1
592,1
593,1
594,0
595,2
596,0
597,0
598,0
599,0
600,0
